basis1 0.323	0.318	0.312	0.309	0.306	0.303	0.295	0.284	0.267	0.234	0.199	0.172	0.147	0.134	0.122
basis2 -0.106	-0.126	-0.129	-0.125	-0.141	-0.134	-0.126	-0.08	-0.065	0.064	0.25	0.334	0.421	0.492	0.528
